state_name,district_name,disability_type,age_lower,age_upper,Male_count,female_count,total
Chhattisgarh,Mungeli,Hemophilia,60,80,0,1,1
Maharashtra,Mumbai Suburban,Hemophilia,0,6,1,0,1
Maharashtra,Mumbai Suburban,Hemophilia,6,15,7,0,7
Maharashtra,Mumbai Suburban,Hemophilia,15,35,18,0,18
Maharashtra,Mumbai Suburban,Hemophilia,35,60,11,0,11
Maharashtra,Mumbai Suburban,Hemophilia,60,80,1,0,1
Maharashtra,Mumbai,Hemophilia,0,6,1,0,1
Maharashtra,Mumbai,Hemophilia,6,15,7,0,7
Maharashtra,Mumbai,Hemophilia,15,35,17,0,17
Maharashtra,Mumbai,Hemophilia,35,60,5,0,5
Maharashtra,Mumbai,Hemophilia,60,80,1,0,1
Madhya Pradesh,Morena,Hemophilia,6,15,7,0,7
Madhya Pradesh,Morena,Hemophilia,15,35,13,2,15
Madhya Pradesh,Morena,Hemophilia,35,60,12,3,15
Madhya Pradesh,Morena,Hemophilia,60,80,7,1,8
Gujarat,Morbi,Hemophilia,6,15,1,0,1
Gujarat,Morbi,Hemophilia,15,35,1,0,1
Gujarat,Morbi,Hemophilia,35,60,1,0,1
Uttar Pradesh,Moradabad,Hemophilia,6,15,1,0,1
Uttar Pradesh,Moradabad,Hemophilia,15,35,3,0,3
Uttar Pradesh,Moradabad,Hemophilia,35,60,3,1,4
Nagaland,Mon,Hemophilia,15,35,1,0,1
Nagaland,Mon,Hemophilia,35,60,1,0,1
Nagaland,Mon,Hemophilia,60,80,1,0,1
Punjab,Moga,Hemophilia,6,15,6,0,6
Punjab,Moga,Hemophilia,15,35,12,8,20
Punjab,Moga,Hemophilia,35,60,13,11,24
Punjab,Moga,Hemophilia,60,80,8,1,9
Uttar Pradesh,Mirzapur,Hemophilia,15,35,7,1,8
Uttar Pradesh,Mirzapur,Hemophilia,35,60,4,1,5
Uttar Pradesh,Meerut,Hemophilia,6,15,1,0,1
Uttar Pradesh,Meerut,Hemophilia,15,35,29,3,32
Uttar Pradesh,Meerut,Hemophilia,35,60,23,6,29
Uttar Pradesh,Meerut,Hemophilia,60,80,8,3,11
Uttar Pradesh,Meerut,Hemophilia,80,100,2,0,2
Odisha,Mayurbhanj,Hemophilia,0,6,1,0,1
Odisha,Mayurbhanj,Hemophilia,6,15,5,0,5
Odisha,Mayurbhanj,Hemophilia,15,35,4,1,5
Odisha,Mayurbhanj,Hemophilia,35,60,14,2,16
Odisha,Mayurbhanj,Hemophilia,60,80,6,0,6
Tamil Nadu,Mayiladuthurai,Hemophilia,6,15,1,0,1
Tamil Nadu,Mayiladuthurai,Hemophilia,60,80,1,0,1
Uttar Pradesh,Mau,Hemophilia,6,15,2,0,2
Uttar Pradesh,Mau,Hemophilia,15,35,7,0,7
Uttar Pradesh,Mathura,Hemophilia,6,15,6,0,6
Uttar Pradesh,Mathura,Hemophilia,15,35,13,0,13
Uttar Pradesh,Mathura,Hemophilia,35,60,3,0,3
Assam,Marigaon,Hemophilia,0,6,1,0,1
Assam,Marigaon,Hemophilia,6,15,1,0,1
Assam,Marigaon,Hemophilia,15,35,2,1,3
Assam,Marigaon,Hemophilia,35,60,1,1,2
Punjab,Mansa,Hemophilia,6,15,2,0,2
Punjab,Mansa,Hemophilia,15,35,8,4,12
Punjab,Mansa,Hemophilia,35,60,9,10,19
Punjab,Mansa,Hemophilia,60,80,1,0,1
Karnataka,Mandya,Hemophilia,0,6,1,0,1
Karnataka,Mandya,Hemophilia,6,15,7,5,12
Karnataka,Mandya,Hemophilia,15,35,12,3,15
Karnataka,Mandya,Hemophilia,35,60,10,3,13
Karnataka,Mandya,Hemophilia,60,80,6,2,8
Madhya Pradesh,Mandsaur,Hemophilia,35,60,2,0,2
Madhya Pradesh,Mandsaur,Hemophilia,60,80,1,1,2
Madhya Pradesh,Mandla,Hemophilia,6,15,1,0,1
Madhya Pradesh,Mandla,Hemophilia,15,35,3,3,6
Madhya Pradesh,Mandla,Hemophilia,35,60,3,1,4
Madhya Pradesh,Mandla,Hemophilia,60,80,2,0,2
Himachal Pradesh,Mandi,Hemophilia,6,15,3,0,3
Himachal Pradesh,Mandi,Hemophilia,15,35,6,3,9
Himachal Pradesh,Mandi,Hemophilia,35,60,5,1,6
Himachal Pradesh,Mandi,Hemophilia,60,80,3,2,5
Odisha,Malkangiri,Hemophilia,6,15,0,1,1
Odisha,Malkangiri,Hemophilia,35,60,1,2,3
Odisha,Malkangiri,Hemophilia,60,80,2,0,2
Punjab,Malerkotla,Hemophilia,15,35,3,0,3
Kerala,Malappuram,Hemophilia,0,6,5,0,5
Kerala,Malappuram,Hemophilia,6,15,8,1,9
Kerala,Malappuram,Hemophilia,15,35,26,0,26
Kerala,Malappuram,Hemophilia,35,60,7,1,8
Kerala,Malappuram,Hemophilia,60,80,0,2,2
Assam,Majuli,Hemophilia,15,35,2,0,2
Assam,Majuli,Hemophilia,60,80,0,1,1
Uttar Pradesh,Mainpuri,Hemophilia,6,15,1,0,1
Uttar Pradesh,Mainpuri,Hemophilia,15,35,12,2,14
Uttar Pradesh,Mainpuri,Hemophilia,35,60,4,0,4
Uttar Pradesh,Mahoba,Hemophilia,6,15,4,2,6
Uttar Pradesh,Mahoba,Hemophilia,15,35,18,6,24
Uttar Pradesh,Mahoba,Hemophilia,35,60,48,9,57
Uttar Pradesh,Mahoba,Hemophilia,60,80,6,2,8
Uttar Pradesh,Mahoba,Hemophilia,80,100,1,0,1
Gujarat,Mahisagar,Hemophilia,6,15,2,0,2
Gujarat,Mahisagar,Hemophilia,15,35,2,0,2
Gujarat,Mahisagar,Hemophilia,60,80,1,0,1
Gujarat,Mahesana,Hemophilia,0,6,1,0,1
Gujarat,Mahesana,Hemophilia,6,15,2,0,2
Gujarat,Mahesana,Hemophilia,15,35,2,0,2
Gujarat,Mahesana,Hemophilia,60,80,1,0,1
Haryana,Mahendragarh,Hemophilia,6,15,1,0,1
Haryana,Mahendragarh,Hemophilia,15,35,5,1,6
Haryana,Mahendragarh,Hemophilia,35,60,14,2,16
Haryana,Mahendragarh,Hemophilia,60,80,4,2,6
Chhattisgarh,Mahasamund,Hemophilia,35,60,1,0,1
Chhattisgarh,Mahasamund,Hemophilia,60,80,1,0,1
Uttar Pradesh,Maharajganj,Hemophilia,6,15,2,0,2
Uttar Pradesh,Maharajganj,Hemophilia,15,35,6,0,6
Tamil Nadu,Madurai,Hemophilia,6,15,6,1,7
Tamil Nadu,Madurai,Hemophilia,15,35,11,2,13
Tamil Nadu,Madurai,Hemophilia,35,60,3,2,5
Bihar,Madhubani,Hemophilia,6,15,2,0,2
Bihar,Madhubani,Hemophilia,15,35,5,2,7
Bihar,Madhubani,Hemophilia,35,60,6,4,10
Bihar,Madhubani,Hemophilia,60,80,3,0,3
Bihar,Madhubani,Hemophilia,80,100,1,0,1
Bihar,Madhepura,Hemophilia,6,15,2,2,4
Bihar,Madhepura,Hemophilia,15,35,12,7,19
Bihar,Madhepura,Hemophilia,35,60,14,4,18
Bihar,Madhepura,Hemophilia,60,80,3,2,5
Punjab,Ludhiana,Hemophilia,0,6,1,0,1
Punjab,Ludhiana,Hemophilia,6,15,7,0,7
Punjab,Ludhiana,Hemophilia,15,35,21,3,24
Punjab,Ludhiana,Hemophilia,35,60,32,15,47
Punjab,Ludhiana,Hemophilia,60,80,3,2,5
Uttar Pradesh,Lucknow,Hemophilia,6,15,3,1,4
Uttar Pradesh,Lucknow,Hemophilia,15,35,26,7,33
Uttar Pradesh,Lucknow,Hemophilia,35,60,44,2,46
Uttar Pradesh,Lucknow,Hemophilia,60,80,11,1,12
Jharkhand,Lohardaga,Hemophilia,6,15,1,1,2
Jharkhand,Lohardaga,Hemophilia,15,35,0,2,2
Jharkhand,Lohardaga,Hemophilia,35,60,7,6,13
Jharkhand,Lohardaga,Hemophilia,60,80,2,0,2
Maharashtra,Latur,Hemophilia,6,15,3,0,3
Maharashtra,Latur,Hemophilia,15,35,13,2,15
Maharashtra,Latur,Hemophilia,35,60,6,1,7
Maharashtra,Latur,Hemophilia,60,80,2,0,2
Jharkhand,Latehar,Hemophilia,6,15,1,0,1
Uttar Pradesh,Lalitpur,Hemophilia,6,15,2,1,3
Uttar Pradesh,Lalitpur,Hemophilia,15,35,3,4,7
Uttar Pradesh,Lalitpur,Hemophilia,35,60,5,0,5
Uttar Pradesh,Lalitpur,Hemophilia,60,80,1,0,1
Bihar,Lakhisarai,Hemophilia,6,15,0,1,1
Bihar,Lakhisarai,Hemophilia,15,35,4,2,6
Bihar,Lakhisarai,Hemophilia,35,60,2,2,4
Bihar,Lakhisarai,Hemophilia,60,80,2,2,4
Assam,Lakhimpur,Hemophilia,6,15,2,0,2
Assam,Lakhimpur,Hemophilia,15,35,1,3,4
Assam,Lakhimpur,Hemophilia,35,60,9,1,10
Uttar Pradesh,Kushi Nagar,Hemophilia,6,15,1,0,1
Uttar Pradesh,Kushi Nagar,Hemophilia,15,35,13,4,17
Uttar Pradesh,Kushi Nagar,Hemophilia,35,60,10,3,13
Uttar Pradesh,Kushi Nagar,Hemophilia,60,80,1,0,1
Haryana,Kurukshetra,Hemophilia,6,15,2,0,2
Haryana,Kurukshetra,Hemophilia,15,35,5,2,7
Haryana,Kurukshetra,Hemophilia,35,60,1,0,1
Andhra Pradesh,Kurnool,Hemophilia,15,35,2,0,2
Andhra Pradesh,Kurnool,Hemophilia,35,60,0,1,1
Jammu And Kashmir,Kupwara,Hemophilia,0,6,4,0,4
Jammu And Kashmir,Kupwara,Hemophilia,6,15,8,3,11
Jammu And Kashmir,Kupwara,Hemophilia,15,35,9,3,12
Jammu And Kashmir,Kupwara,Hemophilia,35,60,3,4,7
Himachal Pradesh,Kullu,Hemophilia,6,15,1,0,1
Jammu And Kashmir,Kulgam,Hemophilia,6,15,4,0,4
Jammu And Kashmir,Kulgam,Hemophilia,15,35,5,0,5
Jammu And Kashmir,Kulgam,Hemophilia,35,60,1,0,1
Tamil Nadu,Krishnagiri,Hemophilia,6,15,3,0,3
Tamil Nadu,Krishnagiri,Hemophilia,15,35,5,4,9
Tamil Nadu,Krishnagiri,Hemophilia,35,60,7,6,13
Tamil Nadu,Krishnagiri,Hemophilia,60,80,1,0,1
Kerala,Kozhikode,Hemophilia,0,6,2,0,2
Kerala,Kozhikode,Hemophilia,6,15,12,1,13
Kerala,Kozhikode,Hemophilia,15,35,15,1,16
Kerala,Kozhikode,Hemophilia,35,60,12,2,14
Kerala,Kozhikode,Hemophilia,60,80,2,0,2
Kerala,Kottayam,Hemophilia,15,35,7,1,8
Kerala,Kottayam,Hemophilia,35,60,1,0,1
Rajasthan,Kota,Hemophilia,6,15,2,0,2
Rajasthan,Kota,Hemophilia,15,35,3,0,3
Rajasthan,Kota,Hemophilia,35,60,8,0,8
Chhattisgarh,Korea,Hemophilia,6,15,3,0,3
Chhattisgarh,Korea,Hemophilia,15,35,5,2,7
Chhattisgarh,Korea,Hemophilia,35,60,8,9,17
Chhattisgarh,Korea,Hemophilia,60,80,4,3,7
Chhattisgarh,Korea,Hemophilia,80,100,1,0,1
Chhattisgarh,Korba,Hemophilia,15,35,1,1,2
Chhattisgarh,Korba,Hemophilia,35,60,1,0,1
Odisha,Koraput,Hemophilia,15,35,2,0,2
Karnataka,Koppal,Hemophilia,0,6,1,1,2
Karnataka,Koppal,Hemophilia,6,15,6,1,7
Karnataka,Koppal,Hemophilia,15,35,15,1,16
Karnataka,Koppal,Hemophilia,35,60,6,3,9
Karnataka,Koppal,Hemophilia,60,80,3,0,3
Chhattisgarh,Kondagaon,Hemophilia,6,15,2,0,2
Chhattisgarh,Kondagaon,Hemophilia,15,35,9,4,13
Chhattisgarh,Kondagaon,Hemophilia,35,60,22,9,31
Chhattisgarh,Kondagaon,Hemophilia,60,80,9,5,14
Chhattisgarh,Kondagaon,Hemophilia,80,100,0,1,1
Kerala,Kollam,Hemophilia,0,6,3,0,3
Kerala,Kollam,Hemophilia,6,15,5,2,7
Kerala,Kollam,Hemophilia,15,35,10,0,10
Kerala,Kollam,Hemophilia,35,60,7,0,7
Maharashtra,Kolhapur,Hemophilia,6,15,8,0,8
Maharashtra,Kolhapur,Hemophilia,15,35,10,1,11
Maharashtra,Kolhapur,Hemophilia,35,60,8,2,10
Maharashtra,Kolhapur,Hemophilia,60,80,2,0,2
Karnataka,Kolar,Hemophilia,0,6,0,1,1
Karnataka,Kolar,Hemophilia,6,15,0,1,1
Karnataka,Kolar,Hemophilia,15,35,4,2,6
Karnataka,Kolar,Hemophilia,35,60,10,2,12
Assam,Kokrajhar,Hemophilia,15,35,1,0,1
Assam,Kokrajhar,Hemophilia,35,60,1,0,1
Jharkhand,Koderma,Hemophilia,6,15,10,4,14
Jharkhand,Koderma,Hemophilia,15,35,24,15,39
Jharkhand,Koderma,Hemophilia,35,60,23,10,33
Jharkhand,Koderma,Hemophilia,60,80,7,0,7
Karnataka,Kodagu,Hemophilia,6,15,3,0,3
Karnataka,Kodagu,Hemophilia,15,35,2,0,2
Jammu And Kashmir,Kishtwar,Hemophilia,6,15,1,0,1
Jammu And Kashmir,Kishtwar,Hemophilia,15,35,1,0,1
Jammu And Kashmir,Kishtwar,Hemophilia,35,60,3,0,3
Jammu And Kashmir,Kishtwar,Hemophilia,60,80,1,2,3
Bihar,Kishanganj,Hemophilia,0,6,1,0,1
Bihar,Kishanganj,Hemophilia,6,15,0,2,2
Bihar,Kishanganj,Hemophilia,15,35,3,4,7
Bihar,Kishanganj,Hemophilia,35,60,6,2,8
Bihar,Kishanganj,Hemophilia,60,80,5,1,6
Jharkhand,Khunti,Hemophilia,6,15,3,1,4
Jharkhand,Khunti,Hemophilia,15,35,3,5,8
Jharkhand,Khunti,Hemophilia,35,60,9,3,12
Jharkhand,Khunti,Hemophilia,60,80,1,0,1
Odisha,Khordha,Hemophilia,0,6,2,0,2
Odisha,Khordha,Hemophilia,6,15,6,2,8
Odisha,Khordha,Hemophilia,15,35,11,0,11
Odisha,Khordha,Hemophilia,35,60,1,0,1
Odisha,Khordha,Hemophilia,60,80,0,1,1
Uttar Pradesh,Kheri,Hemophilia,6,15,1,0,1
Uttar Pradesh,Kheri,Hemophilia,15,35,19,5,24
Uttar Pradesh,Kheri,Hemophilia,35,60,25,5,30
Uttar Pradesh,Kheri,Hemophilia,60,80,5,2,7
Uttar Pradesh,Kheri,Hemophilia,80,100,1,0,1
Gujarat,Kheda,Hemophilia,0,6,4,0,4
Gujarat,Kheda,Hemophilia,6,15,1,1,2
Gujarat,Kheda,Hemophilia,15,35,3,0,3
Madhya Pradesh,Khargone,Hemophilia,6,15,2,0,2
Madhya Pradesh,Khargone,Hemophilia,15,35,2,3,5
Madhya Pradesh,Khargone,Hemophilia,35,60,4,0,4
Bihar,Khagaria,Hemophilia,6,15,1,0,1
Bihar,Khagaria,Hemophilia,15,35,3,2,5
Bihar,Khagaria,Hemophilia,35,60,4,0,4
Bihar,Khagaria,Hemophilia,60,80,2,1,3
Odisha,Kendujhar,Hemophilia,0,6,2,0,2
Odisha,Kendujhar,Hemophilia,6,15,1,0,1
Odisha,Kendujhar,Hemophilia,15,35,3,0,3
Odisha,Kendujhar,Hemophilia,35,60,1,2,3
Odisha,Kendujhar,Hemophilia,60,80,0,1,1
Odisha,Kendrapara,Hemophilia,0,6,2,0,2
Odisha,Kendrapara,Hemophilia,6,15,4,0,4
Odisha,Kendrapara,Hemophilia,15,35,4,1,5
Odisha,Kendrapara,Hemophilia,35,60,5,1,6
Odisha,Kendrapara,Hemophilia,60,80,1,0,1
Uttar Pradesh,Kaushambi,Hemophilia,15,35,5,0,5
Uttar Pradesh,Kaushambi,Hemophilia,35,60,6,0,6
Uttar Pradesh,Kaushambi,Hemophilia,60,80,2,0,2
Madhya Pradesh,Katni,Hemophilia,6,15,2,2,4
Madhya Pradesh,Katni,Hemophilia,15,35,11,3,14
Madhya Pradesh,Katni,Hemophilia,35,60,42,15,57
Madhya Pradesh,Katni,Hemophilia,60,80,29,6,35
Madhya Pradesh,Katni,Hemophilia,80,100,3,0,3
Bihar,Katihar,Hemophilia,15,35,2,1,3
Bihar,Katihar,Hemophilia,35,60,4,1,5
Bihar,Katihar,Hemophilia,60,80,0,1,1
Jammu And Kashmir,Kathua,Hemophilia,15,35,2,5,7
Jammu And Kashmir,Kathua,Hemophilia,35,60,7,4,11
Jammu And Kashmir,Kathua,Hemophilia,60,80,5,1,6
Uttar Pradesh,Kasganj,Hemophilia,6,15,1,0,1
Uttar Pradesh,Kasganj,Hemophilia,15,35,14,1,15
Uttar Pradesh,Kasganj,Hemophilia,35,60,12,4,16
Uttar Pradesh,Kasganj,Hemophilia,60,80,5,1,6
Kerala,Kasaragod,Hemophilia,0,6,3,0,3
Kerala,Kasaragod,Hemophilia,6,15,9,0,9
Kerala,Kasaragod,Hemophilia,15,35,5,0,5
Kerala,Kasaragod,Hemophilia,35,60,1,0,1
Tamil Nadu,Karur,Hemophilia,0,6,4,0,4
Tamil Nadu,Karur,Hemophilia,6,15,6,2,8
Tamil Nadu,Karur,Hemophilia,15,35,22,5,27
Tamil Nadu,Karur,Hemophilia,35,60,12,2,14
Tamil Nadu,Karur,Hemophilia,60,80,6,2,8
Tamil Nadu,Karur,Hemophilia,80,100,2,0,2
Haryana,Karnal,Hemophilia,6,15,2,0,2
Haryana,Karnal,Hemophilia,15,35,7,0,7
Haryana,Karnal,Hemophilia,35,60,4,0,4
Assam,Karimganj,Hemophilia,6,15,2,1,3
Assam,Karimganj,Hemophilia,15,35,8,18,26
Assam,Karimganj,Hemophilia,35,60,42,39,81
Assam,Karimganj,Hemophilia,60,80,14,8,22
Ladakh,Kargil,Hemophilia,6,15,1,0,1
Ladakh,Kargil,Hemophilia,35,60,1,0,1
Rajasthan,Karauli,Hemophilia,6,15,1,0,1
Rajasthan,Karauli,Hemophilia,15,35,2,0,2
Puducherry,Karaikal,Hemophilia,35,60,3,1,4
Punjab,Kapurthala,Hemophilia,6,15,0,1,1
Punjab,Kapurthala,Hemophilia,15,35,1,0,1
Punjab,Kapurthala,Hemophilia,35,60,1,0,1
Punjab,Kapurthala,Hemophilia,60,80,0,1,1
Uttar Pradesh,Kanpur Nagar,Hemophilia,15,35,23,0,23
Uttar Pradesh,Kanpur Nagar,Hemophilia,35,60,5,1,6
Uttar Pradesh,Kanpur Nagar,Hemophilia,60,80,1,0,1
Uttar Pradesh,Kanpur Dehat,Hemophilia,15,35,7,1,8
Uttar Pradesh,Kanpur Dehat,Hemophilia,35,60,3,2,5
Uttar Pradesh,Kanpur Dehat,Hemophilia,60,80,2,0,2
Kerala,Kannur,Hemophilia,6,15,5,0,5
Kerala,Kannur,Hemophilia,15,35,10,0,10
Kerala,Kannur,Hemophilia,35,60,10,0,10
Kerala,Kannur,Hemophilia,60,80,1,0,1
Tamil Nadu,Kanniyakumari,Hemophilia,6,15,6,0,6
Tamil Nadu,Kanniyakumari,Hemophilia,15,35,8,0,8
Tamil Nadu,Kanniyakumari,Hemophilia,35,60,4,0,4
Tamil Nadu,Kanniyakumari,Hemophilia,60,80,2,0,2
Uttar Pradesh,Kannauj,Hemophilia,15,35,4,2,6
Chhattisgarh,Kanker,Hemophilia,0,6,1,0,1
Chhattisgarh,Kanker,Hemophilia,6,15,13,2,15
Chhattisgarh,Kanker,Hemophilia,15,35,7,9,16
Chhattisgarh,Kanker,Hemophilia,35,60,26,5,31
Chhattisgarh,Kanker,Hemophilia,60,80,6,3,9
Chhattisgarh,Kanker,Hemophilia,80,100,1,0,1
Himachal Pradesh,Kangra,Hemophilia,0,6,0,1,1
Himachal Pradesh,Kangra,Hemophilia,6,15,2,0,2
Himachal Pradesh,Kangra,Hemophilia,15,35,11,4,15
Himachal Pradesh,Kangra,Hemophilia,35,60,7,2,9
Himachal Pradesh,Kangra,Hemophilia,60,80,7,2,9
Odisha,Kandhamal,Hemophilia,6,15,1,0,1
Odisha,Kandhamal,Hemophilia,15,35,5,5,10
Odisha,Kandhamal,Hemophilia,35,60,5,2,7
Odisha,Kandhamal,Hemophilia,60,80,3,1,4
Tamil Nadu,Kanchipuram,Hemophilia,0,6,1,0,1
Tamil Nadu,Kanchipuram,Hemophilia,6,15,5,0,5
Tamil Nadu,Kanchipuram,Hemophilia,15,35,3,0,3
Tamil Nadu,Kanchipuram,Hemophilia,35,60,5,0,5
Assam,Kamrup Metro,Hemophilia,0,6,1,0,1
Assam,Kamrup Metro,Hemophilia,6,15,2,0,2
Assam,Kamrup Metro,Hemophilia,15,35,3,0,3
Assam,Kamrup Metro,Hemophilia,35,60,1,0,1
Assam,Kamrup,Hemophilia,0,6,3,0,3
Assam,Kamrup,Hemophilia,6,15,2,0,2
Assam,Kamrup,Hemophilia,15,35,1,0,1
Tamil Nadu,Kallakurichi,Hemophilia,6,15,5,1,6
Tamil Nadu,Kallakurichi,Hemophilia,15,35,2,0,2
Tamil Nadu,Kallakurichi,Hemophilia,35,60,0,1,1
Tamil Nadu,Kallakurichi,Hemophilia,80,100,1,0,1
Odisha,Kalahandi,Hemophilia,6,15,1,0,1
Odisha,Kalahandi,Hemophilia,15,35,1,0,1
Odisha,Kalahandi,Hemophilia,35,60,0,1,1
Odisha,Kalahandi,Hemophilia,60,80,2,0,2
Karnataka,Kalaburagi,Hemophilia,6,15,2,0,2
Karnataka,Kalaburagi,Hemophilia,15,35,6,0,6
Karnataka,Kalaburagi,Hemophilia,35,60,6,1,7
Karnataka,Kalaburagi,Hemophilia,60,80,6,0,6
Haryana,Kaithal,Hemophilia,6,15,2,0,2
Haryana,Kaithal,Hemophilia,15,35,16,4,20
Haryana,Kaithal,Hemophilia,35,60,18,4,22
Haryana,Kaithal,Hemophilia,60,80,1,0,1
Bihar,Kaimur (Bhabua),Hemophilia,6,15,1,0,1
Bihar,Kaimur (Bhabua),Hemophilia,15,35,13,3,16
Bihar,Kaimur (Bhabua),Hemophilia,35,60,7,2,9
Bihar,Kaimur (Bhabua),Hemophilia,60,80,3,0,3
Bihar,Kaimur (Bhabua),Hemophilia,80,100,1,1,2
Gujarat,Kachchh,Hemophilia,6,15,6,0,6
Gujarat,Kachchh,Hemophilia,15,35,7,0,7
Gujarat,Kachchh,Hemophilia,35,60,1,0,1
Chhattisgarh,Kabirdham,Hemophilia,15,35,1,0,1
Chhattisgarh,Kabirdham,Hemophilia,35,60,1,0,1
Gujarat,Junagadh,Hemophilia,6,15,4,2,6
Gujarat,Junagadh,Hemophilia,15,35,11,1,12
Gujarat,Junagadh,Hemophilia,35,60,4,0,4
Rajasthan,Jodhpur,Hemophilia,0,6,1,0,1
Rajasthan,Jodhpur,Hemophilia,6,15,4,0,4
Rajasthan,Jodhpur,Hemophilia,15,35,3,0,3
Rajasthan,Jodhpur,Hemophilia,35,60,5,0,5
Haryana,Jind,Hemophilia,0,6,1,0,1
Haryana,Jind,Hemophilia,15,35,6,0,6
Haryana,Jind,Hemophilia,35,60,5,0,5
Rajasthan,Jhunjhunu,Hemophilia,6,15,0,1,1
Rajasthan,Jhunjhunu,Hemophilia,15,35,4,0,4
Rajasthan,Jhunjhunu,Hemophilia,35,60,1,1,2
Rajasthan,Jhunjhunu,Hemophilia,60,80,1,0,1
Rajasthan,Jhunjhunu,Hemophilia,80,100,0,1,1
Odisha,Jharsuguda,Hemophilia,6,15,1,1,2
Odisha,Jharsuguda,Hemophilia,15,35,1,1,2
Odisha,Jharsuguda,Hemophilia,35,60,1,2,3
Odisha,Jharsuguda,Hemophilia,60,80,2,2,4
Uttar Pradesh,Jhansi,Hemophilia,6,15,1,0,1
Uttar Pradesh,Jhansi,Hemophilia,15,35,4,1,5
Uttar Pradesh,Jhansi,Hemophilia,35,60,4,1,5
Uttar Pradesh,Jhansi,Hemophilia,60,80,1,0,1
Rajasthan,Jhalawar,Hemophilia,6,15,2,1,3
Rajasthan,Jhalawar,Hemophilia,15,35,4,0,4
Rajasthan,Jhalawar,Hemophilia,35,60,0,1,1
Haryana,Jhajjar,Hemophilia,15,35,6,0,6
Haryana,Jhajjar,Hemophilia,35,60,2,0,2
Madhya Pradesh,Jhabua,Hemophilia,6,15,3,0,3
Madhya Pradesh,Jhabua,Hemophilia,15,35,5,3,8
Madhya Pradesh,Jhabua,Hemophilia,35,60,4,2,6
Madhya Pradesh,Jhabua,Hemophilia,60,80,1,0,1
Bihar,Jehanabad,Hemophilia,15,35,1,0,1
Bihar,Jehanabad,Hemophilia,35,60,2,0,2
Uttar Pradesh,Jaunpur,Hemophilia,6,15,1,0,1
Uttar Pradesh,Jaunpur,Hemophilia,15,35,12,4,16
Uttar Pradesh,Jaunpur,Hemophilia,35,60,8,1,9
Uttar Pradesh,Jaunpur,Hemophilia,60,80,2,0,2
Chhattisgarh,Jashpur,Hemophilia,6,15,3,0,3
Chhattisgarh,Jashpur,Hemophilia,15,35,1,0,1
Chhattisgarh,Jashpur,Hemophilia,35,60,5,0,5
Chhattisgarh,Jashpur,Hemophilia,60,80,1,0,1
Chhattisgarh,Janjgir-Champa,Hemophilia,6,15,2,1,3
Chhattisgarh,Janjgir-Champa,Hemophilia,15,35,2,0,2
Chhattisgarh,Janjgir-Champa,Hemophilia,35,60,1,1,2
Chhattisgarh,Janjgir-Champa,Hemophilia,60,80,3,1,4
Bihar,Jamui,Hemophilia,0,6,1,0,1
Bihar,Jamui,Hemophilia,6,15,2,2,4
Bihar,Jamui,Hemophilia,15,35,5,3,8
Bihar,Jamui,Hemophilia,35,60,6,1,7
Bihar,Jamui,Hemophilia,60,80,1,0,1
Jharkhand,Jamtara,Hemophilia,35,60,3,0,3
Jharkhand,Jamtara,Hemophilia,60,80,1,0,1
Jharkhand,Jamtara,Hemophilia,80,100,0,1,1
Gujarat,Jamnagar,Hemophilia,6,15,5,0,5
Jammu And Kashmir,Jammu,Hemophilia,15,35,5,3,8
Jammu And Kashmir,Jammu,Hemophilia,35,60,5,2,7
Rajasthan,Jalore,Hemophilia,6,15,1,0,1
Rajasthan,Jalore,Hemophilia,35,60,1,0,1
Rajasthan,Jalore,Hemophilia,60,80,1,0,1
Maharashtra,Jalna,Hemophilia,0,6,3,0,3
Maharashtra,Jalna,Hemophilia,6,15,9,0,9
Maharashtra,Jalna,Hemophilia,15,35,12,0,12
Maharashtra,Jalna,Hemophilia,35,60,7,0,7
Maharashtra,Jalgaon,Hemophilia,0,6,2,0,2
Maharashtra,Jalgaon,Hemophilia,6,15,17,0,17
Maharashtra,Jalgaon,Hemophilia,15,35,18,0,18
Maharashtra,Jalgaon,Hemophilia,35,60,9,0,9
Maharashtra,Jalgaon,Hemophilia,60,80,1,1,2
Uttar Pradesh,Jalaun,Hemophilia,0,6,1,0,1
Uttar Pradesh,Jalaun,Hemophilia,6,15,5,0,5
Uttar Pradesh,Jalaun,Hemophilia,15,35,12,4,16
Uttar Pradesh,Jalaun,Hemophilia,35,60,23,7,30
Uttar Pradesh,Jalaun,Hemophilia,60,80,8,2,10
Punjab,Jalandhar,Hemophilia,6,15,2,0,2
Punjab,Jalandhar,Hemophilia,15,35,9,4,13
Punjab,Jalandhar,Hemophilia,35,60,21,3,24
Punjab,Jalandhar,Hemophilia,60,80,10,1,11
Odisha,Jajapur,Hemophilia,6,15,11,2,13
Odisha,Jajapur,Hemophilia,15,35,15,1,16
Odisha,Jajapur,Hemophilia,35,60,3,1,4
Rajasthan,Jaisalmer,Hemophilia,6,15,2,0,2
Rajasthan,Jaisalmer,Hemophilia,15,35,6,0,6
Rajasthan,Jaisalmer,Hemophilia,35,60,1,0,1
Rajasthan,Jaipur,Hemophilia,0,6,5,0,5
Rajasthan,Jaipur,Hemophilia,6,15,23,0,23
Rajasthan,Jaipur,Hemophilia,15,35,38,0,38
Rajasthan,Jaipur,Hemophilia,35,60,12,0,12
Rajasthan,Jaipur,Hemophilia,60,80,1,0,1
